candidate_id,review_text,source_tier,label,annotation_number
REV-0045138,great portions and lami kaayu!,TIER_A_CONFIDENT,not_complaint,675
REV-0045265,ka purya gaba sa lasagna ka gamay sa serving jusko murag puto maya nga tag sinko! wua pa jui lami. tsk!,TIER_A_CONFIDENT,complaint,676
REV-0045376,Ang rice sa sisig Kay grave Ka undercooked like gahi ug lain kaayu ug lasa ang sa button part. Nakulbaan naku ug kaon sa Fully loaded na Meal nila noon.,TIER_A_CONFIDENT,complaint,677
REV-0045491,"Gamay rang onions ron nga pangdinaghan man unta ako order. Kanang usa ka meal ra orderon, daghang nuong onions.",TIER_A_CONFIDENT,complaint,678
REV-0045555,lami ilang food. daghan serving and worth sa price. i luv the beef tapa ang chicken mandarin <3,TIER_A_CONFIDENT,not_complaint,679
REV-0045565,Honest review nag order ko ug full moza nag expect ko cheese na melt ang ako makaon then buhok man noon… nag hairnet unta mo pagbuhat 🥲  lami ang corndog pero sa full moza gitipid cheese with hair,TIER_A_CONFIDENT,complaint,680
REV-0045589,The best SNR branch in Cebu. Dili tipid ug mayo for fries unlike sa Ayala,TIER_A_CONFIDENT,not_complaint,681
REV-0045628,"Ila mga pagkaon, parat (lomi ug porkchop), nya ila juice tam.is kaau. pagka. ambot lang sa naghimo. kwekwek rai lami nila.",TIER_A_CONFIDENT,complaint,682
REV-0045729,"Walay lami tanan food as in walay lasa, dli fresh ang mga karne, gamay ra pa gyud ug serving..bisan 1 star dili deserve nila..",TIER_A_CONFIDENT,complaint,683
REV-0045741,Nganong gahi kaayo inyong pearls? Mura man ta nagkaon og bato. 😭 I love Popcha pero not buying from this store again.,TIER_A_CONFIDENT,complaint,684
REV-0045797,Rider is gamay ang patience. Bisag duol ra kaayu ang difference sa gi pin,TIER_A_CONFIDENT,complaint,685
REV-0045813,very tasty. lami. sakto ra sa tamis. mafeel nmo ang ube halaya,TIER_A_CONFIDENT,not_complaint,686
REV-0045846,one of the best lechon manok! lami gyud!,TIER_A_CONFIDENT,not_complaint,687
REV-0045988,"Sulit kaayo, daghan ang serving ug lami pagka luto sa law-oy 😊 tnx for the good food",TIER_A_CONFIDENT,not_complaint,688
REV-0046017,highly recommended super lami kaayo,TIER_A_CONFIDENT,not_complaint,689
REV-0046051,"Dinalian luto ang fries , di pa jud mao ang items nga naabot .walay sundae",TIER_A_CONFIDENT,complaint,690
REV-0046055,followed instructions. thanks. lami kaayo. sa sunod napud,TIER_A_CONFIDENT,not_complaint,691
REV-0046075,"I ordered Kra paw chicken and they gave me pork. I dont eat pork so this has to go to waste. Magbantay unta ta unsay i served, dissappointed kaayo money gone to waste 😭",TIER_A_CONFIDENT,complaint,692
REV-0046144,delicious ang food. labaw na ang bihon. lami jud di kamahayan kulang lang lemonsito. Mao pajud pag luto maong dugay. mas ok na sya kesya init initon lang. Keep it up! TY kay very satisfied ko,TIER_A_CONFIDENT,complaint,693
REV-0046384,next time don't forget the sauce Kay Mao ray nka Dala ug lami sa chao fan try Gani ninyo ug kaon ug chao fan nga wlay sauce dba bidli kaau,TIER_A_CONFIDENT,complaint,694
REV-0046595,"as usual very satisfied with this restaurant. wa jud gitipid ang servings, lami na barato pa. This restaurant is my go to place jud for midnight cravings",TIER_A_CONFIDENT,not_complaint,695
REV-0046611,The food is nice ang fits for its budget..peru wala lay spoon & fork..I wonder if dili gyud part sa package ang Spoon&Fork..,TIER_A_CONFIDENT,complaint,696
REV-0046640,Pagod Ang pork chop ug Ang belly. Murag kapila na gigamit Ang mantika Kay pati Ang sunny side up nga itlog naay mga itom2. Pero salamat gehapon sa grasya naay makaon.,TIER_A_CONFIDENT,complaint,697
REV-0046732,"Lami kaayu murag ice cream, Thank you",TIER_A_CONFIDENT,not_complaint,698
REV-0046844,ordered extra pearl but gave me onky free pearls gamay kaayu,TIER_A_CONFIDENT,complaint,699
REV-0046894,Dili halang ang sauce in a scale of 1-5 ang score sa sauce 2.3 kalami pero sa manok goods kaayo 5star.,TIER_A_CONFIDENT,complaint,700
REV-0046921,"For the 2nd time, hatagan naku chance kay nindot branding and marketing .. therefore , lood jud sya kay walay Lasa ang Chicken , Don’t sacrifice the flavor of the chicken  because of the sauce",TIER_A_CONFIDENT,complaint,701
REV-0047017,"wala na nag provide support sa cup para dili ma spill ang drinks, lami gyud sya peru sad lang kay pag receive namo half na lang ang drinks kay na spill na",TIER_A_CONFIDENT,complaint,702
REV-0047207,bit disappointing lng because pag dating sa order na yabo ang drink na akng gi order first time sad nako nga permi man unta ko ga order dri huhuh😭,TIER_A_CONFIDENT,complaint,703
REV-0047224,pinakalamian jd nako na pastil since 2022 pa ko ga order jud dria ☺,TIER_A_CONFIDENT,not_complaint,704
REV-0047257,they exceeded my expectations. kay dako gyud ag portions.  lami pa gyud especially the liempo. super kalami 😇,TIER_A_CONFIDENT,not_complaint,705
REV-0047412,By the time ni abot ang order namo kay mostly lanay na :(( but still lami tho. Better to order sa store nalang jud next time,TIER_A_CONFIDENT,complaint,706
REV-0047546,Dugay kaayu 1 hour and 30 mins. Buffet ni?,TIER_A_CONFIDENT,complaint,707
REV-0047561,"First time ordering Rabokki, it was dry and kulang sa sauce. But my favs always gyud lami!",TIER_A_CONFIDENT,complaint,708
REV-0047600,I like mcdo maribago compare sa mactan coz na servan kog pan os didto while maribago is always fresh,TIER_A_CONFIDENT,complaint,709
REV-0047839,salamat maam rider pud ko nag order ko sa inyu kay kusog ug lami inyung milk tea.. ug thank you sa ka co rider naku,TIER_A_CONFIDENT,not_complaint,710
REV-0047938,wlay mga sauce nag uga lang bisan usa lang ta,TIER_A_CONFIDENT,complaint,711
REV-0047947,"grabe ka tam-is sa milktea di mainom, di madag antos, wa pa gyud na seal og tarong. ang pan ok ra unta but dili init unya gahi ang cheese :/",TIER_A_CONFIDENT,complaint,712
REV-0047974,"Thank you ate kuya for fulfilling my request :) daghan serving , barato  ug lami.. all in all sulit siya :)",TIER_A_CONFIDENT,not_complaint,713
REV-0048017,Cant believed for 298 pesos makakaon naka ug lami na ube cake 🥰🥰🥰 super satisfied and to kuya driver thank you sa pag deliver sa food 😊,TIER_A_CONFIDENT,not_complaint,714
REV-0048051,my 2nd time ordering and lami jud siya and sulit!!,TIER_A_CONFIDENT,not_complaint,715
REV-0048084,next time palihog ug check kung complete orders na kay nag order ko wala ang lemonade naabot. sakto akoa gibayad maka disappoint dah!,TIER_A_CONFIDENT,complaint,716
REV-0048172,Pag abot sa cake wala ko na satisfied sa iyang look kay na kampat na ang Happy Birthday to me pero although na kampat lami sya infairness,TIER_A_CONFIDENT,complaint,717
REV-0048214,unta permi available inyong ensaymada.,TIER_A_CONFIDENT,complaint,718
REV-0048245,Bati ang quality sa fries. Gamay ra kaayu ang flavor nga gbutang. Lahi ra kaayu sa previous nga among gpang order.. Makasagmoyo … Walay lasa ang inyong fries ron….,TIER_A_CONFIDENT,complaint,719
REV-0048276,Naay buhok ang extra rice. This is my 2nd order from you. 1st order kay naa puy buhok sa rice ninyo kato nag order ko ug lechon petcho on May 13 2024 @11:00PM. Kung kinsa kaman tag-iya sa buhok. Damak,TIER_A_CONFIDENT,complaint,720
REV-0048326,Lami kaayo ila burgers compared to big branches. affordable and worth it jud.,TIER_A_CONFIDENT,not_complaint,721
REV-0048377,"very lamiii jud 😍balik2 nko order saila yummy ug generous kaayu servings,sabaw init JD kayu mkapaso pajud pagdeliver Godbless tongue business 💯😍",TIER_A_CONFIDENT,not_complaint,722
REV-0048408,"Yummy kaayo super labi na ang nachos, worth it kaayo ang ako pag buy ani. Ang packaging and all 💯😩",TIER_A_CONFIDENT,not_complaint,723
REV-0048464,"as always food and teas are delicious , serving value for money. highly recommended. I hope dili mausab taste wise and portion sa food. keep it up",TIER_A_CONFIDENT,not_complaint,724
REV-0048622,wala nasunod inyong price mam/ser ang price sa hinalang kay 174.80 unya pag payment na nahimo nag 218.50 ..  naka crash out man unta ang 218.50 mao na 174.80 nalang..  pag payment na nibalik ug 218.50,TIER_A_CONFIDENT,complaint,725
REV-0048687,not good perti ka tab Ang sa bulalo wla jud lasa murag wla timplahi ...pls improve nextime!,TIER_A_CONFIDENT,complaint,726
REV-0048694,"lami, ginabalikbalikan namong order, nindot Kay naa silay EAT NA makatipid thank you",TIER_A_CONFIDENT,not_complaint,727
REV-0048918,ka lami jud sa inyong sisig po. balik.x jud kug order sa inyoha. 5star for me😀,TIER_A_CONFIDENT,not_complaint,728
REV-0048959,"Lami superr, dli katingalahan why dako ug ratings. Thank you! ☺️",TIER_A_CONFIDENT,not_complaint,729
REV-0049049,lami kaayo mog pizza pero patay nangmokaon,TIER_A_CONFIDENT,not_complaint,730
REV-0049161,Big servings especially for the rice meals. lami kaayo!!,TIER_A_CONFIDENT,not_complaint,731
REV-0049183,lami ang mga food!!!! ganahan pud mi kay daghan choices,TIER_A_CONFIDENT,not_complaint,732
REV-0049184,lami. tama lang pagluto sa beef og pork. mejo parat lang jud ang fish cake pero lami gihapon!,TIER_A_CONFIDENT,complaint,733
REV-0049236,LAMI ANG FOOD PERO PLS LANG MAKE SURE NA SECURED INYO PACKAGING. wala ninyo butngi ug tape ang container na gbutngan sa palabok. nayabo ang sauce sa selofin..,TIER_A_CONFIDENT,complaint,734
REV-0049317,Lami ug daghan ang reservings!! will surely order again,TIER_A_CONFIDENT,not_complaint,735
REV-0049355,2nd time to order. I thought murag nigamay ang serve pro mao ra d i. Murag mas nidaghan gni. Haha! So before you judge kaon sah. thank you kaayo sugbo cocina. Busog kaayo q. Lami jud and init pa.,TIER_A_CONFIDENT,not_complaint,736
REV-0049368,gamay kaayo og serving,TIER_A_CONFIDENT,complaint,737
REV-0049439,"Fresh fruit salad nya apple ug mangga ra diay hayss expected vs reality, sa hinalang kay dili na pareha sa una nga ang beef medyo daghan.",TIER_A_CONFIDENT,complaint,738
REV-0049475,"Lami siya pero abi lang naku garlic rice hehe pero ok ra dako pud ang serving, thank you!",TIER_A_CONFIDENT,not_complaint,739
REV-0049491,"ingun ko breast or rib part,thigh mn nuon gipadala sa ako,ok ra mo guyz????",TIER_A_CONFIDENT,complaint,740
REV-0049503,"Super favorite kaayo ni namo na froyo but everytime mag order mi, dili na full pint ila ihatag not like the last time, just a little over half so dili worth it among gipay para sa pint",TIER_A_CONFIDENT,complaint,741
REV-0049521,"mao niy sakto. pagbukhad palang nako sa foil, tibook jud ang manok. sure jud na wala tikasi. kudos to you all. mwuah!",TIER_A_CONFIDENT,not_complaint,742
REV-0049533,lami unta but akong order nga sisig 240 ky rice meal nga sisig ang gihatag tag 190. 1st order. Very disappointed 😔,TIER_A_CONFIDENT,complaint,743
REV-0049540,Dili recommended naay dugo :/ Murag hilaw2 ako nalang ge labay basin magsakit pa akong tiyan,TIER_A_CONFIDENT,complaint,744
REV-0049643,"Super yummy, pero nagka dugay nka gamay ang serving",TIER_A_CONFIDENT,complaint,745
REV-0049665,Ayaw mo pamalit dre mahal kaayo perte ka gamay amg serving dili worth it ang bayad!,TIER_A_CONFIDENT,complaint,746
REV-0049780,lami kaayo tanan as always!!,TIER_A_CONFIDENT,not_complaint,747
REV-0049786,Walay lami pagkaluto. murag old stock ang manok.,TIER_A_CONFIDENT,complaint,748
REV-0049832,"I waited for 1 hour, longer than I expected then ang fries super di nako masabtan ang lasa 😭😭😭 kunat na gahi na way lasa 😭😭😭. pero salamat gihapon😊",TIER_A_CONFIDENT,complaint,749
REV-0049884,nganung original ang naabot nya amung gi bayran spicy?? 8pcs pgyud kabuok,TIER_A_CONFIDENT,complaint,750
REV-0049898,newly discovered cafe. alice sister and queen of hearts the best. nindot pud music playlist sa ila cafe pag.adto namo. 🤗,TIER_A_CONFIDENT,not_complaint,751
REV-0049997,very cuteee and lami jud ang cake mismo di ra kutob nice design,TIER_A_CONFIDENT,not_complaint,752
REV-0050116,"lami kaayo siya for me, craving satisfied jud hehehe",TIER_A_CONFIDENT,not_complaint,753
REV-0050118,tapulan ang rider.. di mo Basa ingnan dead end sa Greyhound going to Paradise.. aw what siya.. pila ra untay padagan di jud kaabot ug 20 seconds gikan sa iyang nahimutanhan.,TIER_A_CONFIDENT,complaint,754
REV-0050174,"Suki gyud ko ninyu ay, but kani recently order nku ron ay kay dry kaayu sya (Tteokbokki) unya nakabantay sad ko gamay nlang kaayu ang usa ka order ninyu bitaw. But same gihapon ang ka lami nuon ✅",TIER_A_CONFIDENT,complaint,755
REV-0050267,Jusko po! ang bangus murag bahaw na and katol na sya. careful unta mo usahay kay ginakaon bya na.  mahal bya kaayo 230. pero lami ang pastil,TIER_A_CONFIDENT,complaint,756
REV-0050275,My fave milktea . Sakto lang ang sweetness sa normal sugar nila dili parehas sa uban grabe ka tam is .,TIER_A_CONFIDENT,not_complaint,757
REV-0050280,FAVE TUNA BELLY 😍 Lami & sakto lang pagkaluto dili undercook dili sab overcook maenjoy jud nimu sya even at home kay init pa kaayo pagdeliver .,TIER_A_CONFIDENT,not_complaint,758
REV-0050291,Wala me injoy Kay order drink Wala gyud apil pati Ang sauce og kunsara Wala Dili completo inyoha service chaka,TIER_A_CONFIDENT,complaint,759
REV-0050371,Tinuod jd diay ang saver dugay madeliver one hour kapin huhu,TIER_A_CONFIDENT,complaint,760
REV-0050404,Lami gihapon bisag burnt ang crust. The sandwich is also good.,TIER_A_CONFIDENT,complaint,761
REV-0050410,"lami ang sudan pero medyo dli balanced ang serving size, gamay r ang sudan nya grabe ang rice",TIER_A_CONFIDENT,complaint,762
REV-0050436,Barato and lami. Daghan pa jud serving.,TIER_A_CONFIDENT,not_complaint,763
REV-0050448,"waa ana ey. was only looking for midnight food na medj heavy and found u guys. dili siya ""medj"" kay atay kadaghan ba ani HAHHAHAHAHHA wana ra ba koy laxative tea diri. 5/5!",TIER_A_CONFIDENT,not_complaint,764
REV-0050514,Packed ang handled properly ang order para dili gyud ma damage. Very careful sad kaayo mag handle si rider.,TIER_A_CONFIDENT,not_complaint,765
REV-0050571,lami kaayu ilahang food super worth it kaayo 10 times na guro ko naga balik balik  order sa ilaha 101 percent Ang kalami,TIER_A_CONFIDENT,not_complaint,766
REV-0050666,wala gyud ko na disappoint naa pa gyud extra sabaw😍🥰,TIER_A_CONFIDENT,not_complaint,767
REV-0050810,"pinakabarato nga Mom's pizza, lami ug init pa",TIER_A_CONFIDENT,not_complaint,768
REV-0050819,"as always, super lami jud ilahang foods, But an pod kaayo ang rider",TIER_A_CONFIDENT,not_complaint,769
REV-0050902,no cutlery unsaon pagkaon,TIER_A_CONFIDENT,complaint,770
REV-0050937,disappointed !!!! coolers? dagko og ice wala Gani logo SA cup. messy kaayu ang pagka himo,TIER_A_CONFIDENT,complaint,771
REV-0050975,It was tasty but delivery took too looooong. Napasmo nalang mi. Pero lami gihapon,TIER_A_CONFIDENT,complaint,772
REV-0051047,ang ngohiong overload dili 8pcs kundi 3pcs with rice pajud! dn walai sauce,TIER_A_CONFIDENT,complaint,773
REV-0051082,"no meat, half ra ang sulod, gansi kaayo ayaw mog order ngari",TIER_A_CONFIDENT,complaint,774
REV-0051126,buutan ang rider NATO GOYS ug Lami ang chowfan,TIER_A_CONFIDENT,not_complaint,775
REV-0051144,hello Po sayup ang gehatag nga order dere tapsilog 2 kabuok . ako ge order Kay beef henalang ug garlic chicken palihug ko uli Sako bayad nganu ni sya Ang gebayad mahal pa Ani nga food!,TIER_A_CONFIDENT,complaint,776
REV-0051146,NAGBAYAD ME UG PRIORITY PARA MADALI AMONG ORDER WORTH 48 PESOS. PERO LAPAS SA ORAS ANG ORDER! INGNANI KADUGAY INYONG SERBISYO! INYO NA LANG GE CANCEL UNTA KUNG WALA MOY STOCK DHA! kaduol ra man unta,TIER_A_CONFIDENT,complaint,777
REV-0051231,"First time ko nag order diri. Upon receiving the delivery, baw pirti ka mag-an. Then pag open, disappointed. 🙄 Pirti ka gamay ila chicken wings. Not worth it. Pero namit man. So 2 stars. 😶",TIER_A_CONFIDENT,complaint,778
REV-0051245,No label. And walay rock salt cheese ang okinawa nako nga large unya nag pay ko ug tarong.,TIER_A_CONFIDENT,complaint,779
REV-0051304,Finally tama ilang gipadala. Last time i ordered paksiw pero niabot lechon. Lami sya and sulit. Tnx!,TIER_A_CONFIDENT,complaint,780
REV-0051316,sakto rajud sa among panglasa.lami cya nya sakto rajud Ang pag sukod sa sugar Niya..salamat sa lami 1st time nag order..next time nasad tnx. God bless,TIER_A_CONFIDENT,not_complaint,781
REV-0051326,dugay Ang order pwo worth it MN pud lami ug init pa pag deliver sa 🍔,TIER_A_CONFIDENT,complaint,782
REV-0051458,nice rider and god deliver thank you rider. kay wlay reklamo dle pareha sa uban kosug mo dagan pero kosug sad mo reklamo.daghan pa nga bati nga istrya ang reider pero karon god kaau ang rider.salamat,TIER_A_CONFIDENT,not_complaint,783
REV-0051476,suit gyud ang kwarta nga gibayad dli kamahayan! bisan pag nahanginan dli kaging ang crust sa pizza humok gihapon Kaunon unlikesa uban. Lami gyud pizza sa Shakey's 👍 the best of all the rest!,TIER_A_CONFIDENT,not_complaint,784
REV-0051479,"Out of 4 biryani’s I tried in 4 different stores,this is by far my fave biryani and chicken curry. Authentic! Grabe ka lami & daghan pud ang serving.Twice nako nag order diri and for sure more to come",TIER_A_CONFIDENT,not_complaint,785
REV-0051582,almost every payday jud mi mu order. lami kaajo jud. sakto ra ang ka tam is lami sad ilang pearls. go-to milktea shop jud ni if mag unwind sa apartment. unta naay freebie sunod lol. worth every peso,TIER_A_CONFIDENT,not_complaint,786
REV-0051605,Lami judnilaha timpla ug affordable even walay promo. Salamat.,TIER_A_CONFIDENT,not_complaint,787
REV-0051613,Lame gyud ilang food specially pares og sisig dili kamahayan. Will order again ❤️,TIER_A_CONFIDENT,not_complaint,788
REV-0051631,I love the taste of the shake but murag juice nalang akong shake Kay walay ice haha,TIER_A_CONFIDENT,complaint,789
REV-0051811,Wrong order received for Honey BBQ Chicken pero lami ra gihapon.,TIER_A_CONFIDENT,complaint,790
REV-0051989,the food is good/delicious but dugay lang jud maabot.,TIER_A_CONFIDENT,complaint,791
REV-0052081,Kulang ang item. Late nako nakabantay since gutom na gyud kaayo.,TIER_A_CONFIDENT,complaint,792
REV-0052174,scam ang naa sa picture and wala man lng na grant akoang request na lemon and sili..and biskan gamay na extra na soup.,TIER_A_CONFIDENT,complaint,793
REV-0052176,ang expiration sa bread kay 24 kana unta taas2x na expiration grabe 1 day kapin lang expiration and you change one ensaymongo order to small pandesal na dili init ug murag gahion huhu,TIER_A_CONFIDENT,complaint,794
REV-0052209,"Lasaw na kaayo ang chocolate drink pag-abot kay dugay kaayo naabot ang rider. Nagka""aberya"" daw. Kung wa ta mangutana, di sad mu-update.",TIER_A_CONFIDENT,complaint,795
REV-0052422,"70% ang isda unya 30% ra ang karne huhu. unya I had a hard time scrapping the rice sa iyang cover kay nag pilit2, if dli nko i scrape 1/4 rng bilin. not a good experience sa buros huhu gcrave ko p nmn",TIER_A_CONFIDENT,complaint,796
REV-0052544,"Walay sweet&sour sauce ang shanghai. Naa man unta sa description pero wala giapilan, super dry",TIER_A_CONFIDENT,complaint,797
REV-0052566,thnkyou dali lng kaau niabot order ko,TIER_A_CONFIDENT,not_complaint,798
REV-0052693,"SO DISAPPOINTING!Nipalit ko kay na stress ko, samot ko na stress sa inyong gihatag!! 8 Premium ug 8 classic ako order pero 4 ra ka Premium ang naa, unsay naka premium ani, ang papel? MAKALAGOT!",TIER_A_CONFIDENT,complaint,799
REV-0052750,disappointing ang burger. half the cheese slice and piso sized tomato ang gibutang. Ang patty kay murag gikuha ra sa Nicey burger. maayo pa ang tag60 b1t1 sa  Nicey burger kay naa pay 2 ka whole egg,TIER_A_CONFIDENT,complaint,800
REV-0052779,I had better ones. Take note dugay ang delivery it took an hour bisag duol ra kaayo sa IT park amoa :) soggy na gamay ang chicken pag abot.,TIER_A_CONFIDENT,complaint,801
REV-0052802,lami kaau ila signature iced tea. too bad walay larger size kay medyo bitin kay gamay ra ug walay sizes,TIER_A_CONFIDENT,complaint,802
REV-0052901,"Nigamay ang carbonara, wala na pud garlic bread. Ang 2 na milktea kay with addtl oreo sinkers pag order, walay oreo pagka prepare",TIER_A_CONFIDENT,complaint,803
REV-0053002,LAMI KAAYO COOKIES N CHEESE PIZZA. PERO ANG SPINACH BATI OG LASA MURAG KANGKONG,TIER_A_CONFIDENT,complaint,804
REV-0053033,kulang akong order nga na recieved vs sa akung nabayran! so disappointed 😔 kung pwdi lng eh zero eh zero nako akung rate,TIER_A_CONFIDENT,complaint,805
REV-0053079,"It’s my first tome to review here sa Food Panda kay akong order asta gyod Lamia huhuhuhu unta dili mausab inyong Mixing lami gyod kaayo , thankyouu 🤤🤤🤤😍😍",TIER_A_CONFIDENT,not_complaint,806
REV-0053104,"Fave jud ni nako na bbqhan, makapaso pa juds dila maskin layo amua. Salamattt. With foil ang bbq maong init pa, ang sabaw grabe makapaso, with container pa jud ga awas2 ang sabaw. 💗💗💗",TIER_A_CONFIDENT,not_complaint,807
REV-0053142,"hello po, unta sa sunod e make sure lang nato na natarong ba ug sira or taklob ang mga drinks kay sa akong na experienced karon po, kay abe na lock siyag tarong, wala diay, so  nayabo siya☹️☹️",TIER_A_CONFIDENT,complaint,808
REV-0053209,"lami tanan sud an, pls ko ug check sa inyong ge hugasan na pot sa ginataang shell Kay naa me nakaon nga sponge wire dili lang mabutang Ang picture diria. delikado Kay ma hospital Ang makakaon",TIER_A_CONFIDENT,complaint,809
REV-0053211,lami kaayo ang food. My new favorite restaurant!,TIER_A_CONFIDENT,not_complaint,810
REV-0053220,Cutlery not provided. Kamoton namo ni ug kaon?,TIER_A_CONFIDENT,complaint,811
REV-0053261,"walay lami, bland kaayo",TIER_A_CONFIDENT,complaint,812
REV-0053285,Ordered at 8:49 then delivered at 10:03 grabe kadugayyyy hinuwat.  i give tip to the delivery guy kay buotan kaayo and dili tungod niya ngano nadugay.,TIER_A_CONFIDENT,complaint,813
REV-0053358,"Kanang dugay naka customer nila, pila na ka order over the years pero dili kahatag extra sabaw? Lol",TIER_A_CONFIDENT,complaint,814
REV-0053369,"lami ang food, sulit na for its price and and milk tea sab lami sakto kaayo sa timpla",TIER_A_CONFIDENT,not_complaint,815
REV-0053427,"If im not mistaken, nag order pod kog rice pero walay naabot",TIER_A_CONFIDENT,complaint,816
REV-0053496,Dugay kaau ang food niabot,TIER_A_CONFIDENT,complaint,817
REV-0053498,"nice kaayo kay nangayo mig daghang hot sauce., nihatag gyud sila. sa lain branch dli",TIER_A_CONFIDENT,not_complaint,818
REV-0053543,"lami kaayo ang kare2x, makabitin lang kay junior size ra man sya. lami sad ang chicken finger with garlic noodles, simple yet delish. surely will order again.",TIER_A_CONFIDENT,complaint,819
REV-0053639,"Lami as always. Sulit, dako ug quality gyud ilang burgers.",TIER_A_CONFIDENT,not_complaint,820
REV-0053718,"Not worth the price! Ang nilaga way sagol veges, bisan nalang untag dahon. Karne sa baka ragyud na gilapwaan unya gibutangan ug asin.",TIER_A_CONFIDENT,complaint,821
REV-0053847,"5 star chicken wings. highly recommended. I just don't like your sisig, murag naay sabaw.",TIER_A_CONFIDENT,complaint,822
REV-0053892,so disappointed 😔 I ordered 75percent sugar of my classic milk tea blend but wala juy ka lasa2 😭 passion fruit walay lasa and taro blend also huhu asa ang 75percent na sugar ani????,TIER_A_CONFIDENT,complaint,823
REV-0053941,I order Okinawa milktea then ang pearl is dili pa kaau luto then nag order pod ko og buko pandan grabe ka gahi as in frozen kaayu🤧,TIER_A_CONFIDENT,complaint,824
REV-0053957,Lami! Pero mayta ilahi lang sauce sa siomai para katong di nahan ug halang kay makakaon.,TIER_A_CONFIDENT,complaint,825
REV-0053960,"superrrr lami kaaaayu Ang cheese flavorr, the best kaayu akong pag watch ug kdramaaa💗💗",TIER_A_CONFIDENT,not_complaint,826
REV-0054061,Thank you init pa kaayo pag abot. sa sunod napud.,TIER_A_CONFIDENT,not_complaint,827
REV-0054371,very small man diay kaayo ang serving huhu.,TIER_A_CONFIDENT,complaint,828
REV-0054453,lami as always ang pastil. ang fries lang wla na mix ang flavoring nag gahi. unta paki shake shake pud sa fries ug flavoring. murag gi scoop ra ug gi butang deretcho,TIER_A_CONFIDENT,complaint,829
REV-0054708,The best branch jud! Dili tipid ug Mayo 😄,TIER_A_CONFIDENT,not_complaint,830
REV-0054739,"Good job sa customer service 10 stars! dili maldita ang mga service crew, pati delivery man buotan. Salamat Kuya Brex sa paghatod sa among missing order na pepsi. 5/5 food, customer service 💗🌟",TIER_A_CONFIDENT,complaint,831
REV-0054853,Not sinigang cuts the usual sinigang I’ve been ordering from you. I was not expecting getting “pang sahug sa gulay” na karne. Very small daghan kaayo ug sabaw ang karne pang sahug galutaw ra. 😐,TIER_A_CONFIDENT,complaint,832
REV-0054893,Lami ang Leche Flan 3 stars lang akong ibutang kay wala na man diay Pork Humba gi display japon nila sa menu,TIER_A_CONFIDENT,complaint,833
REV-0054992,Diri jud ko ga order bsta midnight. lami jud labaw na ilang tocino. dghan ila serving and barato pa. unta sunod naa nay available drinks para dli na ma hassle ug hapit ang rider hehehe,TIER_A_CONFIDENT,complaint,834
REV-0055002,"Lami ang takoyaki dili sya maka umay, Worth it sa prize but unta naay option sa other flavors sa takoyaki unta naay Option nga pwede mag add ug Bonito flakes hehe, that's all overall the best takoyaki",TIER_A_CONFIDENT,not_complaint,835
REV-0055044,Excellent! Lami tanan akong na-order…Lami ang chicken arozcaldo ug chicken siomai … bago pang luto init pa pag-abot,TIER_A_CONFIDENT,not_complaint,836
REV-0055090,lami jud ever. matcha's too sweet,TIER_A_CONFIDENT,complaint,837
REV-0055149,Lami kayo nya dagko ug serving!! Thank youu 😘,TIER_A_CONFIDENT,not_complaint,838
REV-0055192,Lami ang food but na disappoint lang ko kay di ma follow akong instructions na SEPARATE SAUCE since naay bata mu eat makalagot,TIER_A_CONFIDENT,complaint,839
REV-0055266,"Lami ang lugaw, tasty sya. Pero Parat kaayo ang chicken.",TIER_A_CONFIDENT,complaint,840
REV-0055286,Nevermind paying for prio kay di gihapon iprio. Dugay kaayo maabot ang order naa ra man unta sa basak dapit nya cabreros ra mi. Disappointing.,TIER_A_CONFIDENT,complaint,841
REV-0055336,daghan ang servings dli ka lugi. lami tanan ilang food.,TIER_A_CONFIDENT,not_complaint,842
REV-0055429,"Unsa man inyuha canton, walay sauce. Padung pa ang sauce?",TIER_A_CONFIDENT,complaint,843
REV-0055654,"hupas inyong fries, dugay pud maka deliver",TIER_A_CONFIDENT,complaint,844
REV-0055661,Lami kaayo ilang food❤️,TIER_A_CONFIDENT,not_complaint,845
REV-0055662,Lami ilang food❤️,TIER_A_CONFIDENT,not_complaint,846
REV-0055782,wla lagi naabot akong order. unya humana kog bayad 🥹🥹🥹,TIER_A_CONFIDENT,complaint,847
REV-0055798,Please secure your coffee next time para dili ma yabo ang sulod. Thanks!,TIER_A_CONFIDENT,complaint,848
REV-0055853,dugay kaayo ang order,TIER_A_CONFIDENT,complaint,849
REV-0056015,Lami ug affordable ra jud. Ganahan ko balik2x order kay naay buko water ug saging fried 😄👍👍,TIER_A_CONFIDENT,not_complaint,850
REV-0056094,"Nag special request ko thigh part, gi approved via email. Pag abot sa order wings gipadala, dugay pa kaayo ang order kay abi nko tungod sa akong request, di man diay",TIER_A_CONFIDENT,complaint,851
REV-0056143,highly recco gyud ang cheeseburger and chicken parmesan sauce is lami,TIER_A_CONFIDENT,not_complaint,852
REV-0056169,I looove your takoyakis! The best! Wala nagtihik sa sauce. Will order again soon. 2nd time nani. Lami kaayo! 😊😊❤️❤️,TIER_A_CONFIDENT,not_complaint,853
